Kompetenzelement,Frage,Antwortmöglichkeit,Ergänzende Informationen
04.05.11 Chancen und Risiken,"In der Risikotabelle für ihr Projekt steht: Gesamt-Risikowert für das Projekt war 500 T Euro. Für das Arbeitspaket 5 war ein spezifisches Risiko R5 mit EW = 5% und TW = 1 Mio. T Euro angegeben. Das Arbeitspaket 5 ist abgeschlossen, eine Kundenabnahme ist ohne Mängelliste erfolgt. Das Risiko R5 ist NICHT eingetreten. Wie hoch ist der verbleibenden Gesamt-Risiko für das Projekt nach der Aktualisierung der Risikotabelle?","Der verbleibende Gesamt-Risikowert beträgt 450 T Euro.
Hier ist die Berechnung basierend auf den Regeln der quantitativen Risikoanalyse:
1. Berechnung des Risikowertes für R5: Der Risikowert (RW) errechnet sich aus Eintrittswahrscheinlichkeit (EW) × Tragweite (TW).
    ◦ TW = 1 Mio. Euro = 1.000 T Euro (Annahme: ""1 Mio. T"" war ein Tippfehler, da der Gesamtwert sonst überschritten wäre).
    ◦ EW = 5 %
    ◦ RW (R5) = 1.000 T × 0,05 = 50 T Euro.
2. Aktualisierung der Tabelle: Da das Arbeitspaket abgeschlossen ist und das Risiko nicht eingetreten ist, fällt dieser Risikowert ersatzlos weg. Die Risikotabelle muss im Projektverlauf permanent gepflegt werden, um nicht mehr relevante Risiken zu entfernen.
3. Ergebnis: 500 T (Alter Gesamtwert) – 50 T (R5) = 450 T Euro.",
04.05.11 Chancen und Risiken,Nennen Sie 2 Synonyme für Risikoauswirkungen?,"1. Risikofolgen
2. Risikokonsequenzen
/
1. Tragweite
2. Schadenshöhe


",
04.05.11 Chancen und Risiken,Nennen Sie drei Methoden zur Bewertung von Chancen und Risiken.,"1. Qualitative Risikoanalyse: Kategorisierung nach Wahrscheinlichkeit und Auswirkung, oft in Risikomatrizen.
2. Quantitative Risikoanalyse: Numerische Bewertung für genaue Berechnung finanzieller Auswirkungen oder Eintrittswahrscheinlichkeiten. / Risikomatrix
3. SWOT-Analyse: Bewertung interner und externer Faktoren anhand von Stärken, Schwächen, Chancen und Bedrohungen./
4. Entscheidungsbäume (z. B. Ishikawa-Analyse)
5. Die FMEA (Fehlermöglichkeits- und Einflussanalyse)",
04.05.11 Chancen und Risiken,Nennen Sie zwei (2) Risikoarten.,"externe und interne Risiken, Sachliche und Soziale Risiken",
04.05.11 Chancen und Risiken,Nennen Sie zwei Beispiele für präventive Maßnahmen in der Risikoanalyse.,"1. Frühzeitige Tests: Durchführung von Tests oder Prototypen, um potenzielle Probleme frühzeitig zu erkennen.
2. Schulung des Teams: Schulung der Mitarbeiter, um Fehler durch mangelndes Wissen oder Erfahrung zu vermeiden.",
04.05.11 Chancen und Risiken,"Rechtliche Anforderungen an das Risikomanagement werden in folgenden Gesetzen / Vorschriften beschrieben.
Markieren Sie die falsche Antwort.
 
a) Basel II
b) US GAAP
c) Risiko-Gesetz
d) KonTraG",c) Risiko-Gesetz,
04.05.11 Chancen und Risiken,Sie haben (5) Risiken in der Risikotabelle mit jeweils 10 T  Tragweite (TW) aufgeführt. Wie hoch sollte das entgültige Risikobudget mindestens sein? ,"Auf Basis der vorliegenden Informationen lässt sich das Budget noch nicht endgültig berechnen, da eine entscheidende Komponente fehlt: die Eintrittswahrscheinlichkeit (EW). Um auf nummer siche rzu gehen :
1. Berechnungsgrundlage: Der für das Budget relevante Risikowert (RW) berechnet sich immer aus der Formel: RW = EW × TW (Eintrittswahrscheinlichkeit × Tragweite)
Das Gesamtrisiko beträgt 50.000 €, da es sich um 5 Risiken mit jeweils einer Tragweite von 10.000 € handelt.
Gesamtrisiko=Anzahl der Risiken×Tragweite pro Risiko
Gesamtrisiko=5×10.000=50.000€ - auf NUMMER SICHER, wenn keine Eintrittswahrscheinlichkeit 

Das Gesamtrisiko beträgt 50.000 €, da es sich um 5 Risiken mit jeweils einer Tragweite von 10.000 € handelt.
Gesamtrisiko=Anzahl der Risiken×Tragweite pro Risiko

Auch ein in Prozent 10/15 pauschales Budget des Gesamtbudgets ist manchmal denkbar
Gesamtrisiko=5×10.000=50.000€ - auf NUMMER SICHER, wenn keine Eintrittswahrscheinlichkeit ",
04.05.11 Chancen und Risiken,"Sie hatten in der Risikotabelle für Ihr Projekt eingetragen: Gesamt-Risikowert für das Projekt war 100 T€. Für das Arbeitspaket 37 war ein spezifisches Risiko R37 mit EW = 10 % und TW = 100 T€ angegeben. Das Arbeitspaket 37 ist beendet, eine Kundenabnahme ist ohne Mängelliste erfolgt. Das Risiko R37 ist NICHT eingetreten. 
Sie aktualisieren Ihre Risikotabelle. 
Wie hoch ist der verbleibende Gesamt-Risikowert für das Projekt (inkl. Rechenweg)?","Der verbleibende Gesamt-Risikowert für das Projekt beträgt 90.000 €.
Hier ist der detaillierte Rechenweg und die logische Begründung:
1. Der Rechenweg
Der neue Gesamtwert ergibt sich, indem man den Risikowert des abgeschlossenen Risikos R37 vom ursprünglichen Gesamt-Risikowert abzieht.
1. Berechnung des Risikowerts für R37: Die Formel lautet: Risikowert (RW)=Eintrittswahrscheinlichkeit (EW)×Tragweite (TW)
    ◦ EW=10%=0,10
    ◦ TW=100.000€ (100 T€)
    ◦ RW R37 =0,10×100.000€=10.000€
2. Aktualisierung des Gesamtwerts: Da das Arbeitspaket abgeschlossen ist und das Risiko nicht eingetreten ist, entfällt dieser Risikowert ersatzlos aus der Kalkulation.
    ◦ Alter Gesamtwert−Risikowert R37=Neuer Gesamtwert
    ◦ 100.000€−10.000€=90.000€
",
04.05.11 Chancen und Risiken,"Sie sind am Projekt ""Gartenfest im Hotel"" beteiligt. Nennen Sie ein Risiko, bei dem eine präventive Maßnahme sinnvoll ist.","Risiko: schlechtes Wetter während des Gartenfestes, präventive Maßnahme: Bereitstellung von Partyzelten 
Ein Risiko beim Projekt ""Gartenfest im Hotel"" könnte das Schlechtes Wetter sein, das das Fest im Freien beeinträchtigt. Eine präventive Maßnahme wäre, ein Zelt oder einen überdachten Bereich als Notfallplan zu organisieren, um das Event auch bei schlechtem Wetter erfolgreich durchführen zu können.",
04.05.11 Chancen und Risiken,"Was sind mögliche Maßnahmen, um die Auswirkungen eines identifizierten Risikos zu minimieren?","Korrektive Maßnahmen reduzieren die Auswirkungen nach Eintritt (z.b. begrenzen)Schadensbegrenzung nach Risikoeintritt, Versicherungsabschlüsse zur finanziellen Absicherung, schnelle Rettungs- und Hilfemaßnahmen, Verhandlungen zur Konfliktlösung, sowie die Einrichtung von Notfallplänen und Rückrufaktionen für betroffene Produkte
Präventive Maßnahmen beugen unerwünschten Risiken vor , z.B. Versicherung abschließen; zusätzliche Mitarbeiter einstellen (Vermeiden, vermindern, verlagern und begrenzen minimieren die Auswirkungen eines Risikos), ",
04.05.11 Chancen und Risiken,"Welche Strategien gibt es, um mit Risikopotenzialen umzugehen?","Strategien: Vermeiden, vermindern, verlagern, akzeptieren, begrenzen 3V+AB /BAVVV",
04.05.11 Chancen und Risiken,"Wie hoch ist der Risikowert, wenn die Eintrittswahrscheinlichkeit bei 30% und die Schadenshöhe bei 15.000 € liegt?",Risikowert = Eintrittswahrscheinlichkeit x Schadenshöhe = 30% x 15.000 € = 4.500 €,
04.05.11 Chancen und Risiken,Wie lässt sich das Risiko qualitativ bewerten wenn sie keine quantitative Eintrittswahrscheinlichkeit für ein Risiko ermitteln können ,"Die qualitative Risikoanalyse wird angewendet, wenn keine quantitativen Eintrittswahrscheinlichkeiten verfügbar sind. Dabei werden Risiken anhand von ordinal skalierbaren Werten für die Eintrittswahrscheinlichkeit und die Tragweite/Schadenshöhe (z. B. gering, mittel, hoch) geschätzt und in einem Risikoportfolio/Risikomatrix  visualisiert. Anhand dieser grob geschätzten Vergleiche können passende Risikostrategien (wie vermeiden, vermindern, begrenzen oder akzeptieren) abgeleitet werden",
04.05.11 Chancen und Risiken,Wie lautet die Formel zur Berechnung des Risikowertes ? Erläutern Sie die Faktoren.,"Die Formel zur Berechnung des Risikowertes (RW) im Rahmen der quantitativen Risikoanalyse lautet:
RW = EW × TW
Die beiden Faktoren sind:
• Eintrittswahrscheinlichkeit (EW): Dies ist die geschätzte Wahrscheinlichkeit (in Prozent), mit der das Risiko eintreten wird.
• Tragweite (TW): Dies ist die geschätzte Schadenshöhe (in Euro), die entstehen würde, wenn das Risiko tatsächlich eintritt.
Dieser Wert hilft dabei zu entscheiden, ob sich eine präventive Maßnahme lohnt: Ist der Aufwand für die Maßnahme geringer als die Reduzierung des Risikowertes, ist die Maßnahme wirtschaftlich sinnvoll.

Risikowert (RW) = Eintrittswahrscheinlichkeit (EW) x Schadenshöhe (€), Die Eintrittswahrscheinlichkeit gibt in einer Schätzung vor, wie häufig dieses Ereignis eintreten kann, Die Schadenshöhe in € beziffert die Höhe der möglichen finanziellen Auswirkungen/Schäden für das Projekt.",
04.05.11 Chancen und Risiken,Wozu erstellt man eine Risikomatrix?,"Zur Risikomaßnahmenplanung (Präventiv; Korrektiv)

Eine Risikomatrix dient der Identifizierung, Analyse, Bewertung und Priorisierung von Risiken basierend auf Eintrittswahrscheinlichkeit und Schadensausmaß, um die gravierendsten Risiken gezielte Maßnahmen zur Risikominimierung abzuleiten, und potenzielllen Schaden abzuwenden.",
04.05.11 Chancen und Risiken,Benenne die Spalten der Risiko-Analyse!,"Identifikation: Ursache & Wirkung
Basis-Variablen: Eintrittswahrscheinlichkeit (EW) & Schadenshöhe/Tragweite (TW)
Risikowert (RW): Berechnung aus EW × TW
Bewältigung: Präventive & Korrektive Maßnahmen
Kostenkontrolle: Maßnahmekosten
Validierung: Restrisiko (EW neu, TW neu, RW neu)
Entscheidung: Umsetzung Ja/Nein (Abgleich: RW-Senkung vs. Maßnahmekosten)

a) Spalte 1–6: Risikoanalyse & Bewertung (Was könnte passieren und wie schlimm ist es?)
b) Spalte 7–9: Risikosteuerung (Was tun wir dagegen und wer ist zuständig?)",Benenne die Spalten der Risiko-Analyse!
04.05.11 Chancen und Risiken,Definieren Sie den Begriff Risiko und beschreiben Sie die notwendigen Berechnungen in der Analyse.,"Risiko ist die Möglichkeit, dass ein Ereignis eintritt, das negative Auswirkungen auf ein Projekt hat.  
 RW (Risikowert) = EW  (Eintrittswahrscheinlichkeit in Prozent) *TW (Tragweite/Schadenshöhe in Euro)

Ein Risiko ist ein potentielles zukünftiges Ereignis, dass mein Projekt oder Teile davon negativ beeinflussen kann. Zur Einschätzung des Risikos muss ich der Eintrittswahrscheinlichkeit die Tragweite gegenüberstellen. Daraus ergibt sich der Risikowert als Entscheidungshilfe, ob eine präventive Maßnahme zur Risikovermeidung sinnvoll ist oder ob das Risiko in Kauf genommen wird, weil eine Maßnahme in keinem Verhältnis zum Nutzen steht.
",Definieren Sie den Begriff Risiko und beschreiben Sie die notwendigen Berechnungen in der Analyse.
04.05.11 Chancen und Risiken,Der berechnete Risikowert des Projektes beträgt 100.000 €. Das Arbeitspaket 37 hat eine Eintrittswahrscheinlichkeit (EW) von 10% und eine Schadenshöhe (SH) von 150.000€ und tritt nicht ein. Wie hoch ist der verbleibende Gesamtrisikowert?,"Der verbleibende Gesamtrisikowert beträgt 85.000€, da vom ursprünglichen Risikowert von 100.000€ der Risikowert des Arbeitspakets 37 (10% × 150.000€ = 15.000€) abgezogen werden muss, nachdem dieses Risiko nicht eingetreten ist.",Der berechnete Risikowert des Projektes beträgt 100.000 €. Das Arbeitspaket 37 hat eine Eintrittswahrscheinlichkeit (EW) von 10% und eine Schadenshöhe (SH) von 150.000€ und tritt nicht ein. Wie hoch ist der verbleibende Gesamtrisikowert?
04.05.11 Chancen und Risiken,"Ein Arbeitspaket wurde eine Woche zu spät abgeliefert. Die Vertragsstrafe beträgt 10.000 €. Wie hoch ist der Risikowert, wenn die Vertragsstrafe eintritt?","es ist in dem Augenblick schon ein Problem und kein Risiko mehr, eingetretener Schaden: Der Risikowert, wenn die Vertragsstrafe eintritt, beträgt 10.000 €.
Schadenshöhe = 10.000 €
Eintrittswahrscheinlichkeit = 1 (100 %)
Risikowert=1×10.000€=10.000€, wäre er schon aus dem Buget abgezogen wär er raus...","Ein Arbeitspaket wurde eine Woche zu spät abgeliefert. Die Vertragsstrafe beträgt 10.000 €. Wie hoch ist der Risikowert, wenn die Vertragsstrafe eintritt?"
04.05.11 Chancen und Risiken,"Ein Auto startet jedes 10. Mal nicht. Berechne die Eintrittswahrscheinlichkeit des Risikos, dass das Auto nicht startet. Ist das Risiko akzeptabel?","1 von 10 = 10% → Kontextabhängig - Nicht akzeptabel (Medizinzulassung, Notfall) Akzeptabel -(Verspätung beim Einkaufen).

Eintrittswahrscheinlichkeit 10%. Das Risiko ist für mich nicht akzeptabel, weil ich bei der Fahrt zur Arbeit und zurück mindestens 1x pro Woche nicht mit dem Auto fahren kann und nicht weiß, wann dieses Ereignis eintrifft.","Ein Auto startet jedes 10. Mal nicht. Berechne die Eintrittswahrscheinlichkeit des Risikos, dass das Auto nicht startet. Ist das Risiko akzeptabel?"
04.05.11 Chancen und Risiken,Erklären Sie den Unterschied zwischen einem Risiko und einem Problem im Projektmanagement.,"Risiken sind mögliche, zukünftige Bedrohungen, während Probleme bereits eingetretene Schwierigkeiten sind, die sofortige Lösungen erfordern.",Erklären Sie den Unterschied zwischen einem Risiko und einem Problem im Projektmanagement.
04.05.11 Chancen und Risiken,Erläutern Sie die beiden Arten von Risikomaßnahmen.,"Präventiv: Reduzierung der Eintrittswahrscheinlichkeit oder Schadenshöhe (z. B. Dammbau, Versicherung).
Korrektiv: Schadensbegrenzung nach Risikoeintritt (z. B. Abpumpen durch Feuerwehr).
",Erläutern Sie die beiden Arten von Risikomaßnahmen.
04.05.11 Chancen und Risiken,Erläutern Sie die Kopfstandmethode anhand eines Beispiels ,"Die Kopfstandmethode kehrt ein Problem gedanklich ins Gegenteil um, um dadurch neue Ideen zu provozieren, die man anschließend wieder ins Positive übersetzt. Beispiel: Statt zu fragen „Wie erhöhen wir die Kundenzufriedenheit?“, fragt man „Wie vergraulen wir Kunden?“ und leitet aus diesen Negativideen Maßnahmen zur Verbesserung ab.",Erläutern Sie die Kopfstandmethode anhand eines Beispiels 
04.05.11 Chancen und Risiken,"Erläutern Sie die Risikostrategie ""akzeptieren"" an einem Beispiel.","Risikostrategie ""Akzeptieren"":
Bewusstes Hinnehmen eines Risikos ohne präventive Maßnahmen. Eingriff erst bei Eintritt, wenn Auswirkungen oder Kosten-Nutzen-Verhältnis gering sind.
Beispiel:
Outdoor-Betriebsfest ohne Zeltmiete – Regenrisiko wird akzeptiert. Bei Regenbeginn werden spontan Sonnensegel aufgespannt, oder man genießt die Sommerliche Abkühlung---:-)","Erläutern Sie die Risikostrategie ""akzeptieren"" an einem Beispiel."
04.05.11 Chancen und Risiken,"Erläutern Sie die Risikostrategie ""verringern"" anhand eines Beispiels ","Die Strategie ""Vermindern"" (Risikominderung) zielt darauf ab, entweder die Eintrittswahrscheinlichkeit (EW) oder die Schadenshöhe (Tragweite, TW) eines Risikos durch präventive Maßnahmen zu reduzieren.
Beispiel: Um das Risiko eines terminverzugsbedingten Projektabbruchs wegen eines unsicheren Backendservers (R2) zu minimieren, wird das entsprechende Arbeitspaket (AP) zeitlich früher eingeplant. Durch diese Maßnahme wird die Eintrittswahrscheinlichkeit des Risikos gesenkt, wodurch der Risikowert reduziert wird (z. B. von 4 T€ auf 1,6 T€)","Erläutern Sie die Risikostrategie ""verringern"" anhand eines Beispiels "
04.05.11 Chancen und Risiken,Erstelle/Nenne die Spalten einer Risikotabelle!,"RisikoKlasse
EW (%)
TW (€)
RW (€)
präventive/korrektive Maßnahmen
Kosten präventive Maßnahmen
EW-Neu (%)
TW-Neu (€)
RW-Neu (€)
Umsetzung Ja/Nein
",Erstelle/Nenne die Spalten einer Risikotabelle!
04.05.11 Chancen und Risiken,"Für ein Projekt hast Du vorab einen Risikowert von 100.000,- Euro berechnet. Ein Risiko mit einer Schadenshöhe von 100.000,- Euro und einer vorher prognostizierten Eintrittswahrscheinlichkeit von 10% ist nicht eingetreten. Wie hoch ist der aktualisierte Risikowert?","Der aktualisierte Risikowert wird berechnet, indem der Beitrag des nicht eingetretenen Risikos vom ursprünglichen Risikowert abgezogen wird.
Formel:
Risikowert = Ursprünglicher Risikowert −(Schadenshöhe×Eintrittswahrscheinlichkeit) 
Gegeben:
Ursprünglicher Risikowert = 100.000 €
Schadenshöhe = 100.000 €
Eintrittswahrscheinlichkeit = 10 % (0,1)
Aktualisierter Risikowert = 100.000 − (100.000×0,1)=100.000 −10.000 =90.000 €
Ergebnis: Der aktualisierte Risikowert beträgt 90.000 €.","Für ein Projekt hast Du vorab einen Risikowert von 100.000,- Euro berechnet. Ein Risiko mit einer Schadenshöhe von 100.000,- Euro und einer vorher prognostizierten Eintrittswahrscheinlichkeit von 10% ist nicht eingetreten. Wie hoch ist der aktualisierte Risikowert?"
